0384,8,ae,91,21,1e,17,bb,07,b6,T
04df,8,a5,4b,7f,3a,1d,bb,a2,6a,T
01a9,8,57,95,0a,2b,06,4e,df,71,T
0712,8,85,09,35,d8,3e,42,9a,0f,T
02b2,8,35,cb,14,f2,02,24,41,fa,T
0284,8,cb,26,3d,6d,65,3c,d3,77,T
03b8,8,fe,ed,f9,94,ea,66,4c,03,T
070d,8,15,cd,0b,7f,0a,e3,c9,ab,T
0319,8,23,d0,7c,c9,79,67,c9,08,T
06d0,8,95,6c,67,21,78,6f,d9,bb,T
00c8,8,dc,78,65,df,ce,b4,42,59,T
07c7,8,68,af,3f,f2,08,80,6c,be,T
0420,8,73,b2,75,a2,7b,ba,5b,ae,T
00e4,8,78,3b,ba,c8,ec,cc,96,93,T
06a5,8,7e,ef,42,be,ff,fb,87,e9,T
02d8,8,5f,b9,23,ee,58,16,f7,a0,T
0472,8,cb,10,dd,27,91,6a,3f,14,T
026d,8,ed,75,56,1f,0b,53,a6,1c,T
02ea,8,63,4f,ea,3f,f4,1c,f7,58,T
073b,8,5b,0b,bf,1d,9f,9c,8c,48,T
028d,8,d0,f6,81,69,89,b5,e0,ee,T
037e,8,ef,4d,9a,7a,a2,e3,1a,42,T
0446,8,13,48,e4,7c,f2,60,be,74,T
0731,8,0f,8b,2e,4e,a2,be,d7,0e,T
051d,8,c2,93,c2,fd,a7,e8,64,d7,T
02e1,8,1d,cb,62,5a,07,07,eb,68,T
043e,8,c4,87,c1,2a,61,2c,9f,62,T
0615,8,fe,f7,2e,79,32,f4,98,97,T
03bd,8,bb,99,54,c8,a5,61,7f,7f,T
0442,8,ef,dd,e4,2e,9d,49,18,a2,T
026f,8,ff,a4,e3,89,ca,46,e5,7e,T
0085,8,07,dd,e2,69,d3,a6,9d,8f,T
047a,8,d2,80,f9,55,13,ab,4d,5d,T
0168,8,05,5c,2f,2c,5d,7b,7f,fd,T
0353,8,70,89,4a,48,e4,94,44,eb,T
0274,8,47,e1,e9,e9,8f,4d,40,81,T
07de,8,24,9f,6d,3f,dc,db,66,35,T
05dc,8,ac,ad,75,07,5c,0b,30,a5,T
0655,8,fb,24,ba,eb,44,7a,76,78,T
0527,8,c6,ec,fa,eb,ff,ff,28,9b,T
03fc,8,ab,ae,62,ce,3f,84,1d,d0,T
00b4,8,88,20,0e,83,06,0f,a7,31,T
060c,8,a5,61,63,05,f0,23,ff,25,T
0332,8,20,05,90,70,25,60,aa,1c,T
024a,8,e6,08,d5,80,d1,0c,77,aa,T
03a3,8,12,17,0a,11,26,1d,0e,f2,T
0554,8,1c,68,cb,69,69,1c,df,23,T
042c,8,01,c1,23,a3,7d,56,c2,cd,T
03f2,8,a2,a9,45,9c,de,57,63,3c,T
05fa,8,a9,04,b7,85,7b,b6,3e,92,T
0280,8,d3,92,81,03,16,f0,26,82,T
0288,8,54,7e,29,79,b3,c6,2c,63,T
053b,8,7e,54,8a,3c,0a,b4,97,a4,T
0745,8,e8,4d,10,6b,42,b2,1e,90,T
078e,8,fa,1c,f1,13,cc,98,e9,8b,T
0579,8,d7,15,80,9e,a8,e1,f9,d8,T
02bf,8,0a,0f,bb,c0,01,51,a4,70,T
0721,8,83,e3,e3,da,d9,0d,fd,50,T
04f6,8,48,4d,92,3a,88,bb,18,26,T
034a,8,e9,dd,27,5d,36,d9,65,01,T
068e,8,6e,d7,4a,c2,71,9d,13,5d,T
058e,8,d8,2b,6c,79,46,bb,10,1f,T
0723,8,4e,53,d0,ba,91,bc,25,96,T
0090,8,ef,d2,aa,a4,24,81,aa,c1,T
0444,8,ca,41,d3,eb,24,04,60,81,T
01d5,8,dd,96,b9,83,7c,5d,d5,ad,T
0177,8,92,1b,fd,96,ac,13,ce,9f,T
0368,8,b2,45,1e,4b,d3,f5,b4,fb,T
02a4,8,81,c2,48,6b,56,63,8e,a3,T
0499,8,b7,c7,a0,35,8c,37,08,2a,T
03da,8,da,9e,ce,fe,f3,6a,09,68,T
00d2,8,cb,be,73,a1,2b,dc,f3,f5,T
05a8,8,a9,34,b8,c8,28,9a,27,63,T
023e,8,55,0c,d5,8e,66,ba,61,a4,T
02eb,8,f9,a7,a8,24,89,e5,2b,85,T
0758,8,00,87,c1,a6,d3,1a,98,96,T
00b5,8,fa,26,d5,12,96,75,3a,f1,T
021d,8,a9,da,64,3a,bf,03,4d,dd,T
06b0,8,88,b5,68,9b,0a,2f,df,a3,T
06a6,8,18,15,ba,98,a5,3f,d0,09,T
0225,8,e2,e7,a9,44,2f,21,61,ed,T
01f9,8,74,e0,62,1a,aa,b1,fd,23,T
01a1,8,7d,ab,0d,f9,dc,1e,81,d4,T
0777,8,46,a2,03,25,e6,31,33,e9,T
06d4,8,58,88,a6,7b,a3,e7,4b,b8,T
036a,8,ca,27,93,b8,63,64,61,b1,T
0690,8,5c,5b,39,54,af,82,5d,35,T
020b,8,ae,d3,b6,60,b8,ce,bf,82,T
03e5,8,a6,06,18,0b,94,a2,e2,40,T
03ec,8,78,22,b2,67,a9,24,52,dd,T
03c2,8,64,10,9f,c9,c5,43,c0,1a,T
0620,8,bf,69,89,1e,96,d1,92,7f,T
027e,8,40,bc,1c,1e,6a,fd,87,b1,T
000e,8,91,c1,55,59,3b,6c,ef,47,T
0279,8,d5,ea,fc,38,d7,c0,b6,ee,T
038b,8,2e,38,29,38,29,1b,81,30,T
0704,8,7b,ec,15,5a,ce,f5,67,93,T
0203,8,ea,55,3a,2f,8a,ea,47,9e,T
04d5,8,27,61,7c,b0,db,b2,42,ec,T
0079,8,fe,10,3f,2e,6b,61,02,aa,T
02fb,8,aa,4c,9e,50,73,a4,d3,ff,T
030c,8,01,8b,10,0d,3f,b0,bd,de,T
0757,8,fc,f8,d5,f7,fe,e1,3e,30,T
013f,8,1f,f7,db,ab,04,fb,95,3d,T
013f,8,2f,a6,b2,84,0e,2f,be,de,T
0577,8,66,bc,06,18,a0,7a,51,91,T
0272,8,04,ce,e8,79,a4,f1,ca,c5,T
0154,8,60,df,5d,01,50,91,e0,bc,T
017c,8,ea,a6,4d,30,e0,ec,ad,4c,T
0489,8,85,c7,9e,68,4c,eb,d7,84,T
0031,8,9d,c4,b4,ff,cf,53,c7,9d,T
0331,8,cb,4b,84,2e,7e,8c,4b,7a,T
01db,8,bb,18,c6,fb,cb,b9,80,b6,T
0645,8,4a,b8,60,4f,6d,6c,b0,5f,T
0293,8,d7,78,00,a7,45,27,18,5c,T
009c,8,e0,a9,5b,39,21,78,c0,42,T
05db,8,ed,b7,0f,e3,52,ca,5a,11,T
06b7,8,d6,4c,be,b0,9f,9b,23,b5,T
0489,8,af,f0,5d,33,d2,31,2d,31,T
02b2,8,f9,9c,ad,88,a7,4a,63,12,T
0533,8,c4,9d,4a,9f,58,81,94,d6,T
0601,8,2d,2c,e1,be,b6,bd,34,18,T
017a,8,14,80,74,e1,67,0a,f9,5e,T
0438,8,c7,f5,06,e5,ad,9a,36,e9,T
03b1,8,a5,4b,57,2f,1c,cd,2f,b0,T
01c1,8,54,cd,49,25,74,57,76,aa,T
07ec,8,69,5a,90,ad,42,51,2e,3f,T
029c,8,13,92,5c,f2,51,bd,78,82,T
062c,8,8b,39,d9,7c,8d,f8,8b,50,T
00dd,8,18,1a,c0,80,f5,b5,21,bf,T
05e8,8,d9,d8,8f,41,8b,c6,bd,4d,T
0507,8,0c,e7,ea,45,72,9d,d3,82,T
0192,8,d6,77,a7,a8,75,2d,b2,87,T
0633,8,1e,94,62,0d,27,13,f8,59,T
0779,8,82,46,ec,1f,70,28,b0,c7,T
0160,8,db,32,ad,fc,f9,78,14,d1,T
0240,8,7b,67,85,51,89,0d,60,d9,T
0304,8,11,ec,b1,d2,6d,ca,0e,d9,T
0488,8,71,e6,4c,80,20,a6,59,c8,T
074b,8,c4,84,4f,f1,6b,4b,4c,43,T
01d5,8,3c,6b,0f,2e,1d,f6,e2,c8,T
0632,8,24,67,93,b2,73,66,a9,34,T
01de,8,bb,f3,2a,67,ef,03,37,ef,T
031a,8,74,43,1a,59,89,d7,6d,a3,T
0274,8,fa,04,95,94,bc,c1,5a,97,T
074e,8,80,1c,c2,47,39,fd,68,90,T
010d,8,3a,89,b2,66,fa,46,63,bc,T
07ad,8,23,2e,d4,d8,db,4c,63,c4,T
07bf,8,4e,f1,54,92,1d,f8,72,95,T
0210,8,77,b6,45,a5,7b,d1,0e,51,T
0527,8,43,67,85,25,e5,eb,94,83,T
0058,8,93,7a,38,c0,43,be,5c,6e,T
0334,8,fc,e5,b9,56,98,ae,b1,6a,T
0576,8,d8,3b,ff,5e,15,0b,2a,d9,T
062c,8,78,8e,46,24,9d,34,56,32,T
00bc,8,f2,2d,d9,15,91,8e,84,39,T
0192,8,26,0e,78,1d,d1,aa,4c,23,T
06b0,8,94,72,fa,dd,63,82,16,f9,T
0501,8,cf,72,ce,6c,75,5a,06,b0,T
0460,8,f8,c2,95,8a,6c,9f,84,65,T
0203,8,f3,df,57,aa,2e,a2,4c,82,T
07ed,8,d6,d3,92,74,f3,f7,98,fa,T
0089,8,1d,7d,4b,6f,4b,09,ee,2a,T
0619,8,63,42,26,57,7b,81,c9,69,T
0035,8,c9,1b,e3,28,d0,4f,97,c0,T
0286,8,98,69,f0,af,6e,fc,12,41,T
02ed,8,94,1b,e0,9c,22,35,5d,49,T
06a5,8,54,5c,6b,2a,26,e5,29,92,T
0674,8,23,42,f4,48,52,82,de,04,T
010d,8,e7,e9,dd,ed,14,0e,e0,b7,T
0476,8,79,4b,c6,80,48,6b,db,ee,T
00ea,8,11,fb,2d,d9,ba,7e,ed,96,T
040f,8,47,e8,27,5e,ac,87,30,bf,T
012e,8,e4,63,7e,e2,25,4c,c1,ff,T
01ca,8,17,86,2c,3a,cb,ca,37,08,T
03d2,8,f0,07,cf,3b,60,6c,72,dc,T
0265,8,13,be,ac,2f,f6,4c,0d,ef,T
015f,8,ff,21,15,7c,8c,28,ce,d8,T
044b,8,32,a8,d2,bb,cf,5e,aa,ff,T
0106,8,f2,a3,11,b8,76,57,00,51,T
0616,8,4a,51,c3,5b,85,cd,1b,5c,T
0683,8,52,1a,d4,bb,2a,0e,df,74,T
003b,8,9b,10,0f,00,66,39,ba,8c,T
04cf,8,51,f9,7a,31,cb,67,f9,b5,T
027a,8,f3,87,0b,37,12,fc,f4,11,T
058f,8,4a,0b,46,5e,c0,95,4a,01,T
0617,8,db,ce,23,56,5c,70,27,ed,T
075b,8,13,e7,09,8d,07,c4,61,24,T
0637,8,b7,a0,d9,2f,98,86,cd,c5,T
0175,8,a5,1c,3b,a0,f7,22,c2,51,T
0256,8,bb,f6,5c,fe,de,44,97,84,T
0160,8,ae,6b,cc,33,e2,cb,c9,4a,T
07cc,8,d5,24,fe,2c,d0,19,b2,94,T
053d,8,15,29,9e,64,62,1d,1d,26,T
01bc,8,ee,bc,72,d4,40,e4,f7,30,T
03ae,8,2e,33,67,bd,f0,70,ec,46,T
0674,8,42,aa,8d,63,d3,6f,02,dc,T
04d3,8,41,fd,87,26,c3,88,00,c9,T
0496,8,44,ff,05,df,2a,b3,c4,c6,T
0176,8,c0,50,50,9d,cc,ff,b6,18,T
014d,8,a6,5f,91,00,82,f3,ca,4d,T
0099,8,b2,02,bc,d4,58,5f,e7,c0,T
0146,8,f7,08,fd,d6,2c,bc,81,d0,T
051d,8,10,d2,16,b0,c3,e8,7e,db,T
0281,8,55,bf,ac,ce,ea,fb,56,f7,T
01d0,8,22,87,bd,7a,25,c2,27,6e,T
04a6,8,cc,0b,04,ca,ff,ad,3c,cf,T
0336,8,98,52,b4,b6,df,23,5a,95,T
0428,8,ae,60,a7,19,cd,fc,74,4d,T
0007,8,dd,ad,16,1c,dc,e7,8c,77,T
052d,8,25,03,6c,62,a8,eb,72,0d,T
06e8,8,dc,28,ca,da,b3,b0,d4,59,T
06f8,8,ed,4f,12,a9,25,4d,61,cc,T
0634,8,a1,95,5e,a0,28,76,84,b2,T
04b6,8,85,82,bd,4c,3d,be,d7,9a,T
038e,8,86,a9,85,b8,b2,6e,6c,c6,T
01cf,8,a8,89,e1,b4,c8,7f,d2,67,T
0650,8,2c,bc,bd,35,6e,18,e5,c7,T
077e,8,1e,70,a6,34,7d,1e,35,f0,T
0591,8,f5,d4,ba,c2,61,b8,31,ef,T
0354,8,e9,9b,12,b4,f8,9c,bd,b1,T
03bf,8,e2,c5,3c,25,f6,1e,d7,71,T
010e,8,de,59,1c,90,81,90,73,fd,T
0156,8,2c,0c,3d,1a,7f,99,40,1a,T
05db,8,40,42,13,75,ee,31,10,3d,T
0234,8,bb,b5,68,ae,ef,a2,f6,67,T
0143,8,c3,72,5c,f0,a7,64,c6,d4,T
0234,8,c8,e9,77,fd,e1,f6,67,90,T
06d1,8,12,a5,9e,2b,a8,c6,e4,cb,T
0184,8,30,f6,ac,b6,77,38,4e,fa,T
02a5,8,50,eb,86,40,f6,ad,62,f6,T
0037,8,55,b3,7d,07,ac,06,75,ea,T
02ee,8,b5,51,87,e7,51,b0,80,85,T
06f6,8,65,2b,3d,6d,c7,24,31,d9,T
03b9,8,d4,f4,7a,dd,90,04,cc,f0,T
0417,8,53,09,8b,cc,26,92,b1,0d,T
0177,8,98,39,11,79,92,1a,d8,a0,T
0740,8,64,94,04,93,8c,fe,dc,6d,T
0113,8,88,94,81,53,2e,8e,4c,b4,T
042d,8,96,fd,0c,48,3e,fa,20,f1,T
050b,8,17,33,48,68,08,06,f7,75,T
0050,8,bf,37,f2,26,27,fe,75,3e,T
028e,8,60,a5,65,0e,fb,13,02,78,T
044d,8,f7,80,cb,f4,2a,31,a6,b6,T
0383,8,8b,49,d2,0e,ac,40,a6,bb,T
01cf,8,c3,98,71,0a,de,f9,64,e7,T
0629,8,79,af,db,9a,48,96,32,b0,T
07ca,8,20,8d,af,1b,89,42,c1,48,T
070d,8,25,f7,fe,44,06,82,44,5d,T
0084,8,b0,1a,d9,1c,22,99,97,65,T
0117,8,6d,7b,c7,ae,49,f6,41,e5,T
050f,8,d4,52,87,d3,19,e8,d5,43,T
06ee,8,c4,ea,f0,82,24,d5,e4,ed,T
0476,8,d2,71,ef,10,fe,31,f0,61,T
045b,8,e7,0c,39,be,9a,ee,09,76,T
00de,8,61,87,0a,df,3a,14,88,ad,T
0549,8,db,cd,28,83,c8,7c,72,69,T
000f,8,bc,17,5d,6a,5b,b5,df,da,T
00a0,8,ad,3a,4a,ce,5e,ae,32,6b,T
07bc,8,c4,c7,d5,b4,7e,3b,2f,98,T
021b,8,00,d6,ec,07,90,21,78,b4,T
0773,8,f0,72,1c,2d,35,f2,49,9c,T
07ec,8,24,2c,42,21,91,27,d3,20,T
05b0,8,c4,d4,59,e0,ac,5f,36,2d,T
055a,8,70,86,fe,9f,0d,3c,3a,9b,T
0284,8,58,49,1b,07,85,6f,e1,c5,T
01e5,8,56,c4,81,f8,80,d2,ce,68,T
05cf,8,48,07,d5,3c,7f,10,fe,67,T
05da,8,3f,9c,5b,c6,20,ed,d6,f4,T
017b,8,2d,6a,a4,37,3b,21,2c,e4,T
0582,8,b0,63,da,09,6b,30,84,3f,T
0322,8,c2,0e,73,f2,37,bb,b1,2d,T
02cb,8,cc,a2,3f,6c,ba,de,94,dc,T
0210,8,e8,3c,b7,53,85,72,ed,21,T
06c7,8,67,91,b8,e8,73,6e,66,66,T
00d9,8,c1,e3,d2,f6,a2,6a,25,10,T
024a,8,7e,4e,d0,dd,83,6c,3d,5f,T
0604,8,8d,a1,e4,74,96,bc,20,93,T
0058,8,3f,44,3e,7a,22,1d,b3,55,T
06ec,8,ed,f9,b2,55,90,2b,73,8c,T
07cb,8,30,a4,9e,35,52,8b,a6,16,T
0402,8,4c,3e,d6,05,79,bb,91,7f,T
0356,8,3c,74,c8,98,eb,e0,ac,ac,T
021c,8,67,f1,db,ae,f1,ae,ce,49,T
0041,8,e9,a1,1e,27,46,8d,d2,88,T
05d1,8,c8,16,88,06,b8,a5,95,65,T
0713,8,2a,e1,36,b5,b4,87,99,83,T
0220,8,3d,67,53,48,7f,4c,08,bb,T
067a,8,f1,d0,9c,61,90,d5,bf,8d,T
0710,8,21,05,d4,ca,13,20,1c,61,T
07f7,8,39,d3,97,60,cf,96,3e,10,T
04cd,8,0d,87,7d,d1,27,b0,1c,ba,T
03f3,8,68,bf,75,62,48,81,9c,22,T
004b,8,82,c3,87,0a,a6,88,e0,d1,T
059e,8,7c,f2,f2,8b,8d,2c,f0,90,T
0556,8,3f,a4,80,ee,a0,38,41,89,T
0099,8,c2,d2,d2,dd,de,86,72,79,T
032a,8,36,4c,41,c7,91,2a,77,a0,T
0199,8,85,e6,64,61,ee,37,e7,70,T
067f,8,23,45,f4,3b,e9,2d,38,0c,T
028d,8,b3,e7,98,f2,27,a9,6a,f9,T
0051,8,6f,5e,40,04,e7,ae,d7,b3,T
02ce,8,bb,d9,50,7a,ff,cb,60,f7,T
07f4,8,54,f1,2d,9a,a1,b7,c1,71,T
03cd,8,d6,80,a8,7e,1a,90,7f,b5,T
064d,8,55,fb,cc,35,eb,62,6c,ba,T
034a,8,61,2c,13,c0,4b,dd,e4,55,T
0773,8,43,76,aa,13,77,b4,1e,38,T
07c9,8,b4,74,34,fa,2c,0b,a3,f0,T
063e,8,5d,d4,a0,a3,e5,5b,12,8e,T
073a,8,93,fa,b5,61,36,1b,2b,ee,T
026f,8,86,5f,bf,f0,96,34,87,80,T
05a2,8,75,f8,c5,bd,a1,c3,37,7f,T
03d8,8,b7,ab,71,7d,a6,19,b5,88,T
01fa,8,73,23,c1,93,ed,ae,a4,34,T
053c,8,a3,64,1f,9f,ad,90,6c,43,T
02b1,8,57,bf,14,ba,c2,67,b8,b6,T
0209,8,72,4c,a7,78,ce,08,b0,f8,T
0778,8,94,c2,71,24,ae,6a,59,0b,T
007a,8,3c,2a,5a,57,c7,d5,c0,f2,T
0558,8,1d,6a,99,9c,f6,ba,2d,d8,T
0720,8,5e,a3,fa,d8,2c,5e,76,23,T
0329,8,2d,72,42,dd,86,32,22,16,T
03df,8,99,6b,30,1a,9c,2e,ee,f2,T
006c,8,b4,04,2e,24,d1,34,c5,d5,T
0621,8,2c,1d,9c,c2,15,13,ad,ad,T
059b,8,c1,e2,b3,0a,8f,32,61,0a,T
07e7,8,56,63,80,39,47,75,4d,09,T
0136,8,3f,3d,8e,4b,78,78,d9,48,T
02cf,8,59,8f,aa,56,f6,00,17,8f,T
04ec,8,ac,25,6d,70,72,a6,a7,95,T
06cb,8,e6,1a,79,26,ce,e0,43,99,T
040c,8,50,d7,34,b7,bb,3c,df,59,T
0463,8,fa,8d,bc,92,d7,2b,3b,a3,T
05b7,8,81,1b,37,eb,a0,c0,e4,38,T
07e4,8,36,de,8b,cb,48,5d,67,3f,T
01ee,8,75,9a,31,34,60,63,41,eb,T
07ab,8,e6,49,0b,8e,b9,f3,46,2a,T
0460,8,4c,c4,58,dd,f5,82,2c,a0,T
020f,8,aa,cf,83,cb,c0,13,9f,11,T
06eb,8,d6,5a,cb,dc,74,e7,56,dd,T
002b,8,e3,cb,8a,85,2a,b0,36,9d,T
052a,8,04,d8,c3,49,a4,dd,ba,c0,T
04fe,8,82,1c,bb,1d,78,56,13,58,T
044c,8,65,05,cb,ed,a9,3e,6d,a3,T
0361,8,16,d8,25,3a,6f,ef,b5,57,T
00fd,8,23,f1,35,d5,6e,a4,03,dd,T
031d,8,f8,d5,da,ab,11,55,6b,5f,T
030d,8,65,9f,6a,51,51,73,6b,b9,T
0080,8,36,b4,54,46,a5,9e,97,88,T
00a5,8,82,53,45,1a,00,16,fa,ad,T
009f,8,e6,dc,8a,67,87,df,e7,1e,T
07e7,8,d2,ab,ba,d0,75,1e,31,82,T
002f,8,55,f7,05,3a,cc,88,a8,a5,T
0663,8,45,c3,31,61,86,f3,b8,77,T
0314,8,79,f9,50,fb,f5,66,4a,1e,T
01d8,8,38,6b,01,0e,04,6a,4c,9e,T
0502,8,76,57,0c,26,c3,b2,9b,04,T
0726,8,71,ff,6e,98,d0,ef,31,d8,T
07d2,8,fe,3c,be,a5,71,b9,26,68,T
